City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
pointe-noire,-4.7761,11.8635,82.47,89,40,4.61,CG,1683658828
baker city,44.7749,-117.8344,51.6,68,75,5.75,US,1683659076
kaitong,44.8135,123.15,50.72,30,4,6.71,CN,1683659076
komotini,41.1228,25.3964,59.05,69,100,1.01,GR,1683659076
alamos,27.0167,-108.9333,93.34,8,18,8.7,MX,1683658800
myitkyina,25.3833,97.4,75.83,39,13,0.65,MM,1683659076
manta,-0.95,-80.7333,83.98,74,40,9.22,EC,1683659076
sihanoukville,10.6093,103.5296,78.75,89,40,0.0,KH,1683659076
nehe,48.4833,124.8333,41.59,31,0,6.49,CN,1683659077
crane,31.3974,-102.3501,91.38,22,23,12.08,US,1683659077
topchikha,52.8192,83.1185,52.3,60,100,11.81,RU,1683659077
kailua-kona,19.6406,-155.9956,80.56,79,40,9.22,US,1683659077
hithadhoo,-0.6,73.0833,82.38,72,100,6.08,MV,1683659077
simiti,7.9579,-73.9436,89.44,63,100,2.01,CO,1683659077
pokrovsk,48.282,37.1758,45.68,65,100,11.36,UA,1683659077
ongjin,37.9347,125.3619,55.47,50,98,5.06,KP,1683659077
nili,33.7218,66.1302,62.11,21,0,5.61,AF,1683659077
ingeniero jacobacci,-41.3427,-69.5448,59.92,38,1,6.02,AR,1683659078
bechar,31.6167,-2.2167,91.72,9,0,2.3,DZ,1683659078
kuching,1.55,110.3333,80.06,95,20,1.14,MY,1683659078
opuwo,-18.0607,13.84,73.98,28,6,9.84,NA,1683659078
jamestown,42.097,-79.2353,67.51,36,0,14.97,US,1683658887
al mijlad,11.0333,27.7333,95.79,17,100,1.52,SD,1683659078
kismayo,-0.3582,42.5454,80.76,81,30,13.24,SO,1683659079
issenye,-2.0,34.3333,64.15,91,100,2.53,TZ,1683659079
pangody,65.85,74.4859,31.57,98,100,8.5,RU,1683659079
novoselitskoye,44.7508,43.4369,53.94,75,100,7.76,RU,1683659079
kerikeri,-35.2268,173.9474,60.91,96,14,3.0,NZ,1683659079
kapa'a,22.0752,-159.319,76.98,83,100,11.5,US,1683659079
remire-montjoly,4.9167,-52.2667,78.84,89,100,11.5,GF,1683659079
chitungwiza,-18.0127,31.0756,59.45,53,76,8.37,ZW,1683659079
greymouth,-42.4667,171.2,51.62,84,100,12.73,NZ,1683659079
mishkino,55.3389,63.9175,40.6,39,56,5.06,RU,1683659079
alindao,5.0267,21.2088,73.2,85,38,4.5,CF,1683659079
sines,37.9562,-8.8698,67.28,80,82,19.89,PT,1683659080
namibe,-15.1961,12.1522,74.97,82,30,5.5,AO,1683659035
alofi,-19.0595,-169.9187,73.29,94,24,2.3,NU,1683659080
genhe,50.7833,121.5167,31.17,49,0,1.43,CN,1683659080
'ayn al 'arab,36.8932,38.3651,69.04,41,72,1.79,SY,1683659080
chebba,35.2372,11.115,65.21,73,95,13.87,TN,1683659081
lautoka,-17.6167,177.4667,69.66,88,20,8.05,FJ,1683659081
bure,10.7,37.0667,64.22,77,97,2.71,ET,1683659081
oranjemund,-28.55,16.4333,63.25,56,6,6.64,NA,1683659081
sharypovo,55.5403,89.2008,41.34,84,100,2.53,RU,1683659081
maumere,-8.6199,122.2111,79.52,84,59,8.52,ID,1683659081
saint-joseph,-21.3667,55.6167,75.58,80,20,9.69,RE,1683659081
l'escala,42.1256,3.1326,65.12,88,100,6.73,ES,1683659086
plastun,44.7561,136.2939,39.22,62,99,6.31,RU,1683659087
al majaridah,19.1236,41.9111,86.09,56,0,1.81,SA,1683659087
fort st. john,56.2499,-120.8529,57.09,51,75,4.61,CA,1683658804
tome acu,-2.4189,-48.1522,84.6,72,100,1.03,BR,1683659087
roma,43.2128,-75.4557,64.96,33,0,12.66,US,1683659029
sao felix do xingu,-6.6447,-51.995,88.05,56,29,4.09,BR,1683659087
itaberai,-16.0203,-49.8103,81.36,52,100,0.31,BR,1683659087
ailuk,10.2197,169.9797,81.64,81,100,13.35,MH,1683659087
brookings,44.3114,-96.7984,68.25,72,75,5.75,US,1683658804
faaborg,55.0951,10.2423,57.2,75,100,18.32,DK,1683659087
tenenkou,14.4572,-4.9169,100.83,15,100,10.25,ML,1683659087
bintulu,3.1667,113.0333,75.61,94,20,5.99,MY,1683659088
mata-utu,-13.2816,-176.1745,83.1,77,72,10.78,WF,1683659088
el granada,37.5027,-122.4694,67.48,71,75,12.66,US,1683659088
malax,62.9423,21.5731,53.22,54,0,11.5,FI,1683659088
reggio nell'emilia,44.6983,10.6313,62.65,75,100,1.99,IT,1683659088
tazacorte,28.629,-17.9293,74.37,69,20,13.8,ES,1683659088
duyun,26.2667,107.5167,58.69,99,100,1.36,CN,1683659088
dingzhou,38.5131,114.9956,59.11,27,100,0.96,CN,1683659088
kilinochchi,9.3961,80.3982,78.66,89,100,8.59,LK,1683659089
churapcha,62.0025,132.4325,27.64,75,97,6.51,RU,1683659089
delijan,33.9905,50.6838,67.14,42,100,7.61,IR,1683659089
mpanda,-6.3655,31.0409,66.58,85,86,0.43,TZ,1683659089
jitra,6.2681,100.4217,82.29,83,20,5.01,MY,1683659089
gaigeturi,33.4644,126.3183,53.65,62,0,2.3,KR,1683659089
rongelap,11.1635,166.8941,80.92,83,100,16.42,MH,1683659089
nema,57.5067,50.5011,40.39,69,72,5.12,RU,1683659089
natal,-5.795,-35.2094,86.22,66,20,13.8,BR,1683659066
forster,-32.1667,152.5167,53.15,72,73,1.01,AU,1683659089
korsakov,46.6328,142.7813,35.44,92,52,3.33,RU,1683659090
nanzhang chengguanzhen,31.7839,111.8275,56.91,90,86,4.5,CN,1683659090
mount pearl,47.5166,-52.7813,41.14,89,100,24.16,CA,1683658939
bac lieu,9.285,105.7244,84.13,74,100,6.76,VN,1683659090
orchard homes,46.8633,-114.0484,59.92,57,100,1.99,US,1683659090
george town,5.4112,100.3354,84.13,83,20,3.44,MY,1683658937
cabo san lucas,22.8909,-109.9124,88.61,23,20,4.61,MX,1683659047
terenozek,45.05,64.9833,75.18,13,98,7.25,KZ,1683659090
baro,8.6,6.4167,90.54,39,100,3.56,NG,1683659091
rapar,23.5667,70.6333,88.84,35,24,10.38,IN,1683659091
la ronge,55.1001,-105.2842,62.82,51,100,12.66,CA,1683659091
tame,6.461,-71.73,79.84,77,100,2.15,CO,1683659091
lesnoy,57.6198,63.0784,39.36,39,0,4.9,RU,1683659091
kiunga,-6.1219,141.2906,74.37,100,98,0.18,PG,1683659091
wapato,46.4476,-120.4203,67.37,41,40,3.49,US,1683659092
tecalitlan,19.4667,-103.3,92.23,18,0,2.1,MX,1683659092
ilhabela,-23.7781,-45.3581,77.88,79,100,4.05,BR,1683659092
tevriz,57.509,72.4042,35.47,39,0,1.88,RU,1683659092
anzhero-sudzhensk,56.081,86.0285,36.97,59,8,5.99,RU,1683658809
piuma,-20.8378,-40.7219,77.13,80,93,8.37,BR,1683659092
turbat,26.0023,63.044,90.23,31,0,3.53,PK,1683658870
international falls,48.6011,-93.411,67.14,57,100,5.75,US,1683659092
buncrana,55.1333,-7.45,56.97,85,100,1.61,IE,1683659092
cold lake,54.4502,-110.2017,62.55,51,75,9.22,CA,1683658840
la passe,45.5549,-0.8967,62.83,83,2,19.57,FR,1683659092
bandarbeyla,9.4942,50.8122,82.45,79,100,6.85,SO,1683659093
pudozh,61.8099,36.5345,44.17,67,100,4.79,RU,1683659093
campos belos,-13.0367,-46.7717,89.2,32,82,2.71,BR,1683659079
charlottetown,46.2352,-63.1267,47.19,56,40,15.01,CA,1683658997
amga,60.8953,131.9608,25.95,80,38,4.27,RU,1683659093
tchintabaraden,15.8969,5.7985,93.56,7,76,6.91,NE,1683659093
mae hong son,19.3003,97.9685,75.65,85,89,0.27,TH,1683658920
khanty-mansiysk,61.0042,69.0019,42.91,39,0,13.42,RU,1683659001
port blair,11.6667,92.75,83.7,79,100,14.38,IN,1683659093
uzgen,40.7699,73.3007,53.89,51,0,8.05,KG,1683659094
torghay,49.6339,63.4981,59.61,53,100,20.13,KZ,1683659099
oum hadjer,13.2954,19.6966,97.12,21,91,11.43,TD,1683659099
thinadhoo,0.5333,72.9333,81.68,78,35,6.71,MV,1683659099
marka,1.7159,44.7717,79.95,82,24,14.23,SO,1683659099
nogent-le-rotrou,48.3333,1.0,56.64,94,77,15.05,FR,1683659099
grande prairie,55.1667,-118.8027,59.18,51,0,3.44,CA,1683659004
feni,23.0186,91.41,80.92,84,3,7.52,BD,1683659100
badiyah,22.45,58.8,88.36,26,0,7.18,OM,1683659100
kisangani,0.5167,25.2,71.55,98,100,3.8,CD,1683658918
santanyi,39.3546,3.1291,70.63,72,87,6.42,ES,1683659100
mariehamn,60.0973,19.9348,44.46,76,0,11.5,AX,1683659100
lata,40.1629,-8.3327,66.92,64,100,8.21,PT,1683659100
cadiz,36.5,-5.75,80.13,42,100,6.26,ES,1683659100
rancho palos verdes,33.7445,-118.387,65.41,79,100,8.05,US,1683659100
sann,26.0418,68.1378,82.31,26,1,7.74,PK,1683659100
yerofey pavlovich,53.9667,121.9667,30.7,61,4,1.34,RU,1683659100
halifax,44.6453,-63.5724,52.29,41,75,16.11,CA,1683658991
freeport,40.6576,-73.5832,71.29,36,0,12.66,US,1683659101
klaksvik,62.2266,-6.589,49.12,84,85,1.63,FO,1683659101
ende,-8.8432,121.6623,78.64,91,96,8.1,ID,1683659101
cabinda,-5.55,12.2,80.13,90,11,6.69,AO,1683659101
merowe,18.4833,31.8167,85.08,9,100,10.36,SD,1683659101
altai,46.3722,96.2583,31.3,74,61,6.51,MN,1683659101
galveston,29.3669,-94.9669,76.05,85,100,14.97,US,1683659102
papao,-17.75,-149.55,83.88,74,100,9.95,PF,1683659102
leongatha,-38.4833,145.95,50.27,94,100,2.33,AU,1683659102
kittila,67.6647,24.8936,51.94,46,0,5.75,FI,1683659102
yangshuo,24.7808,110.4897,66.29,97,100,1.16,CN,1683659102
chernyshevskiy,63.0128,112.4714,33.8,98,100,6.11,RU,1683659102
arish,31.1316,33.7984,67.28,74,93,9.42,EG,1683659103
zaranj,30.9667,61.8833,80.56,9,15,6.71,AF,1683659103
mejit,10.2753,170.8646,81.3,83,100,14.63,MH,1683659103
yanbu,24.0891,38.0637,78.84,61,0,11.5,SA,1683659103
mount isa,-20.7333,139.5,55.17,30,0,8.05,AU,1683658853
pirenopolis,-15.8525,-48.9592,82.89,45,100,3.8,BR,1683659103
sabang,5.8933,95.3214,84.11,72,100,19.48,ID,1683659104
bagan,54.1001,77.6646,46.45,34,100,9.55,RU,1683659104
juquitiba,-23.9317,-47.0683,76.37,97,100,2.66,BR,1683659104
kangding,30.0513,101.9603,45.79,96,91,4.29,CN,1683659104
ts'khinvali,42.2276,43.9686,47.88,91,18,4.03,GE,1683659104
itamaraca,-7.7478,-34.8256,84.25,71,100,8.97,BR,1683659104
bubaque,11.2833,-15.8333,80.65,81,100,18.03,GW,1683659105
la charite-sur-loire,47.1833,3.0167,62.38,95,17,7.78,FR,1683659105
puerto gaitan,4.3133,-72.0816,77.7,84,100,6.85,CO,1683659105
peitz,51.8584,14.4114,59.09,65,0,12.35,DE,1683659105
dakhla,23.6848,-15.958,73.42,73,0,26.46,EH,1683659105
zakynthos,37.7914,20.8953,66.63,78,100,8.93,GR,1683659106
mangai,-4.05,19.5333,73.71,88,100,3.22,CD,1683659106
maceio,-9.6658,-35.7353,83.64,69,20,12.66,BR,1683658819
volda,62.1476,6.0741,57.87,51,75,0.0,NO,1683659106
uribia,11.7139,-72.266,91.38,50,100,17.27,CO,1683658855
caconda,-13.7333,15.0667,63.82,40,2,2.98,AO,1683659106
la junta,37.985,-103.5438,84.06,10,0,4.61,US,1683659107
aksu,41.1231,80.2644,60.67,25,0,2.46,CN,1683659107
longido,-2.7333,36.6833,66.78,75,100,8.46,TZ,1683659107
prado,-17.3411,-39.2208,78.21,73,40,8.77,BR,1683659107
lamitan city,6.6608,122.1408,78.76,81,30,5.61,PH,1683659107
qarazhal,48.0078,70.7903,63.21,30,73,8.46,KZ,1683659108
baykalovo,57.3981,63.7684,39.85,37,0,5.37,RU,1683659108
east ballina,-28.8667,153.5833,52.81,80,78,12.68,AU,1683659108
novomyrhorod,48.7811,31.642,44.11,76,95,7.94,UA,1683659108
el galpon,-25.3807,-64.6526,78.51,35,0,7.52,AR,1683659108
kabinda,-6.1333,24.4833,71.64,65,74,2.39,CD,1683659108
kruisfontein,-34.0033,24.7314,58.89,92,8,2.86,ZA,1683659108
masyaf,35.0653,36.3406,58.8,82,100,5.48,SY,1683659109
yermakovskoye,53.2831,92.4003,55.42,73,86,10.36,RU,1683659109
kulhudhuffushi,6.6221,73.07,84.33,76,78,9.19,MV,1683659109
katsuura,35.1333,140.3,55.45,78,0,12.21,JP,1683659109
siocon,7.7061,122.1353,79.77,85,6,3.87,PH,1683659109
tutoia,-2.7619,-42.2744,84.67,70,100,7.94,BR,1683659110
lazaro cardenas,17.9583,-102.2,89.06,53,0,11.59,MX,1683659110
belozersk,60.0326,37.7957,43.97,67,93,6.4,RU,1683659110
toliara,-23.35,43.6667,75.76,77,100,2.77,MG,1683659110
baharly,38.4362,57.4316,78.44,32,69,2.35,TM,1683659110
jijiga,9.35,42.8,66.31,80,50,7.72,ET,1683659110
palu,-0.8917,119.8707,75.6,94,81,2.64,ID,1683659110
kikwit,-5.041,18.8162,77.85,75,37,1.79,CD,1683659111
berwick,41.0545,-76.2333,73.11,32,64,9.78,US,1683659111
ocean shores,46.9737,-124.1563,61.45,71,75,11.5,US,1683659073
zeya,53.75,127.2667,37.29,94,100,3.89,RU,1683659111
twon-brass,4.3151,6.2418,83.12,76,92,9.04,NG,1683659111
istgah-e rah ahan-e garmsar,35.2346,52.3094,79.21,24,100,3.69,IR,1683659111
coronel suarez,-37.4547,-61.9334,66.24,33,100,8.08,AR,1683658840
minas de marcona,-15.2119,-75.1103,68.09,64,16,15.75,PE,1683659111
sokoni,-6.4333,39.55,79.59,80,9,13.73,TZ,1683659112
molde,62.7375,7.1591,56.79,67,75,8.05,NO,1683659112
aswan,24.0934,32.907,85.3,13,0,3.44,EG,1683659112
asekeyevo,53.5742,52.7972,47.05,47,100,10.63,RU,1683659112
tot'ma,59.9747,42.7642,43.07,69,90,4.54,RU,1683659112
